epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
54,22616.9,0.89145,0.42847,0.12601,0.55572,0.47756,0.46962,0.28425,0.69809,0.48697,0.07698,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,23027.9,0.88184,0.42962,0.12328,0.56293,0.47959,0.46972,0.28462,0.70779,0.48455,0.08001,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,23439.1,0.87577,0.42977,0.12061,0.56271,0.47791,0.47074,0.28405,0.70168,0.48673,0.0789,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,23850.5,0.87187,0.43082,0.11657,0.56788,0.47857,0.47068,0.28458,0.6965,0.48694,0.07782,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,24263.8,0.86058,0.43302,0.11365,0.57495,0.47896,0.47322,0.28539,0.69627,0.48733,0.07714,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,24679.1,0.86488,0.43059,0.11472,0.56685,0.47748,0.47376,0.28668,0.69067,0.48685,0.076,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,25097,0.87108,0.42821,0.12061,0.57104,0.47454,0.47303,0.28635,0.69116,0.48877,0.07613,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,25512.5,0.85179,0.43118,0.11266,0.57234,0.47769,0.47689,0.28954,0.68652,0.48785,0.07471,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,25927.6,0.84335,0.43299,0.11025,0.58198,0.47544,0.47752,0.29036,0.68968,0.48726,0.07612,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,26343.5,0.85145,0.42903,0.11187,0.57217,0.48504,0.47984,0.29156,0.68629,0.48896,0.07668,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,26759.4,0.84662,0.43157,0.11253,0.56858,0.48206,0.47866,0.28927,0.68208,0.48904,0.0743,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
